ZIPCODE,TreeCanopy
01349,71.15774660275298
01351,64.54486532260691
01354,57.73553699509249
01355,61.80907489487442
01360,65.96690786110346
01364,68.04049022649706
01366,78.47697784877349
01367,76.0577653817121
01368,75.58990456441698
01370,70.06708557791129
01373,48.617792745386936
01375,54.2859501403335
01376,31.52429906542056
01378,80.56299172784823
01379,81.69186535445598
01420,56.01511366055323
01430,67.25435463631656
01431,70.81881075147682
01432,44.68611208338195
01434,33.258974358974356
01436,59.71154051078038
01438,55.55555555555556
01440,56.04262121886121
01450,60.72137573431826
01451,65.1737954293945
01452,72.2406552112303
01453,51.05487249544627
01460,48.50804866914115
01462,56.539164850579894
01463,58.736218706068854
01464,62.015171777726536
01467,57.080583409298086
01468,65.40561547460696
01469,69.20916241784356
01473,62.054882827076646
01474,68.47671577183552
01475,66.4753593591692
01501,48.519802400033925
01503,63.22980956902463
01504,55.87018193967743
01505,58.359436550365785
01506,63.05698710556662
01507,62.65286737924632
01510,32.81911230151138
01515,60.4018791230759
01516,72.61828948204928
01518,64.22407821632153
01519,58.291241846621496
01520,63.98090599303652
01521,71.26505383490628
01522,70.08589259320085
01523,56.04257423060251
01524,61.66563454795251
01525,67.52102102102103
01527,54.12664463162384
01529,67.88441392978483
01531,61.62620689655172
01532,56.7771308846161
01534,63.948916529766095
01535,59.87120828319929
01536,50.33334672882173
01537,62.119249424330015
01540,57.59060796356359
01541,76.25343302688235
01542,63.61978131212724
01543,66.95004791107704
01545,46.35264676347291
01550,64.16454179288306
01560,55.93045540796964
01561,32.52212389380531
01562,61.87293980606333
01564,59.096219252627655
01566,67.63827571105614
01568,70.2196772181257
01569,60.071820939575304
01570,46.92596117244005
01571,56.184089320881775
01581,49.470243396868064
01583,55.038903307038055
01585,67.02144590777066
01588,52.72362054090551
01590,60.65592309282613
01602,43.682413633201946
01603,31.128312621649947
01604,29.46321597477667
01605,27.310491606714628
01606,31.371545667447307
01607,36.07522697795071
01608,1.7324492979719188
01609,43.01680290644868
01610,12.55360592401803
01611,61.899273790436666
01612,65.90528748542053
01701,47.329608718745696
01702,30.73977709755906
01718,44.06603773584906
01719,64.52551309861505
01720,56.17929393097977
01721,56.72064186725018
01730,48.428642926853684
01731,20.434461805555557
01740,66.29103560486733
01741,67.31868771694099
01742,52.28515129430183
01745,48.212227074235805
01746,61.035525500346324
01747,53.060183677457175
01748,61.12674230145867
01749,46.81365513605343
01752,46.019719771665805
01754,53.067077122488655
01756,65.4347364150907
01757,47.939019356022385
01760,43.997520352855986
01770,66.77384337037995
01772,51.53491632953292
01773,62.293252511591966
01775,62.7409131291282
01776,61.60671031556467
01778,56.68528613313063
01801,27.97382044473056
01803,39.417183504306166
01810,51.4786379315938
01821,41.50174166051963
01824,43.455149565284
01826,40.79528805207942
01827,61.74271602888686
01830,43.787670917545235
01832,46.27855864315268
01833,60.19148598625066
01834,55.23251257024549
01835,35.52070674768149
01840,1.4233091787439613
01841,11.606115684807014
01843,18.102335822324335
01844,37.87800827369629
01845,53.785845922397044
01850,15.351173708920188
01851,13.494920472036942
01852,18.538219965254576
01854,24.670226865206207
01860,55.75051999529061
01862,44.674972095200374
01863,36.42007434944238
01864,52.16972819786165
01867,49.78306361607143
01876,39.83998064214672
01879,51.00375338185421
01880,35.24884856943475
01886,55.18035892323031
01887,45.522683563779175
01890,42.339083292262195
01901,1.562905317769131
01902,9.085602020769015
01904,35.45706140045894
01905,20.994914065240266
01906,31.34465605039296
01907,30.72529200359389
01908,14.038714059316279
01913,41.769448802955914
01915,41.34050422374929
01921,66.03068751424014
01922,51.670893189561305
01923,31.036042907051126
01929,41.63985014509073
01930,45.7047996053188
01938,36.50044869582368
01940,48.626160415893054
01944,54.127446102819235
01945,31.33222991272946
01949,54.64603064233822
01950,26.455290392086447
01951,25.854050602250457
01952,33.53560447168543
01960,30.648963594827407
01966,49.814049191310176
01969,45.446989742288594
01970,25.589229710089498
01982,55.16853565087375
01983,56.94949823704909
01984,55.260828905419764
01985,53.927161543183644
02019,53.49360294117647
02021,48.19880479500638
02025,57.63125
02026,42.02166818953139
02030,70.42081437773074
02032,44.97748402091807
02035,56.55021914110021
02038,54.08336763041465
02043,57.31216931216931
02045,12.43110585452395
02047,0.16560509554140126
02048,54.25054028758615
02050,47.51843012463537
02052,62.669550788194854
02053,53.72688376515332
02054,57.497348345197246
02056,59.1838950463696
02061,65.98302786762063
02062,32.05275327849899
02066,46.71054657428791
02067,63.889701446417796
02071,58.07344632768361
02072,49.579386187098955
02081,55.38808918995202
02090,53.49888191813156
02093,57.80721486550767
02108,1.8618266978922717
02109,0.32712456344586727
02110,1.2679487179487179
02111,0.1039119804400978
02113,1.0218181818181817
02114,2.2562814070351758
02115,2.2881118881118883
02116,2.163662239089184
02118,1.0512
02119,10.367723718505648
02120,9.005599104143338
02121,18.354704247717347
02122,10.378488372093024
02124,13.778404603407424
02125,5.903510060214422
02126,23.663161353927045
02127,1.35558639833449
02128,1.381301611133568
02129,1.3334593572778828
02130,29.864146781632243
02131,23.109704641350213
02132,27.089553351726195
02134,3.2198275862068964
02135,13.512370505789153
02136,32.003607981739194
02138,16.733922101449274
02139,3.5347222222222223
02140,12.384007029876978
02141,1.9724675324675325
02142,0.7325335215243473
02143,3.896109736901282
02144,5.666236281471917
02145,3.077501174260216
02148,13.955745554035568
02149,4.551561021759698
02150,4.007052186177715
02151,6.799434576198858
02152,5.5544511668107175
02155,26.701307966706302
02163,10.164596273291925
02169,22.475106881809406
02170,18.259654225238325
02171,10.359054271896829
02176,34.0435860058309
02180,35.064505978602895
02184,36.297997138769674
02186,53.05793470602051
02188,37.1515940727436
02189,31.40160709801624
02190,42.44711713350309
02191,18.35222482435597
02199,0.3719512195121951
02210,0.07904496986555401
02215,3.371692060946271
02301,28.49968320431944
02302,35.281948850507185
02322,42.51699586587046
02324,51.85199524620493
02330,35.36688115561392
02332,49.78934454476532
02333,54.839527228017296
02338,45.917397120779505
02339,58.63978303396763
02341,54.430196598188644
02343,55.13670787120731
02346,55.43129702831714
02347,49.08665282415868
02351,50.82786483839373
02356,61.77098953307104
02359,53.236459455868676
02360,47.6557933255763
02364,49.065123642120206
02366,64.34974656046343
02367,54.74369293746982
02368,39.32170908972395
02370,49.2358837287003
02375,59.296641217765384
02379,50.682634332328426
02382,46.364721750424614
02420,52.758362560854316
02421,45.83931113503003
02445,36.87845303867403
02446,20.097371244635195
02451,30.283288650580875
02452,39.277188081936686
02453,18.991289997249474
02458,28.848557281884926
02459,41.56553695385872
02460,30.3044814340589
02461,42.58307944691821
02462,35.91769801980198
02464,26.82916412446614
02465,34.840080657670235
02466,31.670250231696016
02467,42.97670818380128
02468,48.13681010289991
02472,17.323894101876675
02474,23.940211142468904
02476,27.970809943865277
02478,34.60698722209912
02481,52.849906077682846
02482,48.3570408239982
02492,53.1402391839606
02493,62.67738054658833
02494,30.967193046884564
02532,37.33191059425131
02534,42.7594514455152
02535,49.881513475284784
02536,45.48797805028277
02537,53.36944483094476
02538,39.00770031217482
02539,32.8389539232931
02540,47.07997538317264
02542,57.55717138441057
02543,42.84781659388646
02553,14.986146095717885
02554,24.4444105472623
02556,46.3606175122618
02557,38.1025641025641
02558,15.327048806446708
02559,39.25215967477838
02561,47.09077598828697
02562,43.43445329190134
02563,54.088487887212075
02564,19.85652052499302
02568,49.31967623118548
02571,32.29500533585847
02575,55.229629531901416
02576,37.903196034865836
02584,25.293193717277486
02601,27.459521945034865
02630,32.633608175589366
02631,50.745244613398775
02632,42.71477608995857
02633,20.198108733855896
02635,47.92561939342161
02637,45.96639848556555
02638,41.95714449409878
02639,23.37855679490098
02641,36.80574673090158
02642,36.30075845974329
02643,11.29936974789916
02644,48.99375
02645,44.92745098039216
02646,32.016171909614535
02647,19.899930986887508
02648,52.77112580993521
02649,46.69673569224071
02650,32.67238595074687
02651,13.56
02652,33.02303184295726
02653,32.65066445853698
02655,38.91884316473436
02657,18.669888062295765
02659,35.50851581508516
02660,43.6078431372549
02663,18.745818301082323
02664,31.794567991250457
02666,60.774513727687506
02667,47.720780010071365
02668,33.066381979721115
02669,17.65446224256293
02670,18.72387851769295
02671,30.80731589924595
02672,28.554901960784314
02673,36.83132740783914
02675,46.294470112619116
02702,59.55795456749888
02703,49.44458037375011
02715,58.32617352129051
02717,60.71361396381146
02718,51.775229656655156
02719,32.905709320121396
02720,36.12187577674059
02721,11.298843996795238
02723,13.082531742978068
02724,8.073485174043833
02725,14.588993623509841
02726,23.987928073542783
02738,52.759982054733065
02739,57.025848330547674
02740,11.632085101810562
02743,54.08049728619628
02744,5.037712595513926
02745,42.40236083253872
02746,18.877850671665104
02747,62.5208042658415
02748,42.569999012011124
02760,49.109421406819806
02762,51.41629150678309
02763,47.15396341463415
02764,65.08753945784113
02766,59.66761488224348
02767,58.67628306840147
02769,61.994480557507615
02770,53.459668508287294
02771,46.8024679799266
02777,45.22714529162773
02779,57.16023940149626
02780,48.88997374798061
02790,49.707619210165554
02791,48.08255098737455
02802,41.3484602917342
02804,65.20417079081197
02806,31.223132140329593
02807,24.424640094016258
02808,65.89127796081151
02809,34.7436357593885
02812,65.48029454470027
02813,57.046680593659026
02814,71.37751477545727
02815,77.49588594704684
02816,57.898323670922665
02817,72.6171371430888
02818,55.75599489991858
02822,72.47863798359741
02825,74.36405561934563
02826,74.56831275720165
02827,71.7735179211179
02828,47.54141932002159
02830,68.6140777965188
02831,50.1530354840518
02832,66.4023587701567
02833,74.16228190371791
02835,44.91799794552088
02837,42.48043782379437
02838,49.50870271524716
02839,60.20178432893716
02840,18.73941493456505
02841,2.005678884873516
02842,18.811937199948098
02852,46.84294638654743
02857,67.7937288843336
02858,56.9106239460371
02859,73.03890941402048
02860,9.34254109882051
02861,16.504345361798602
02863,7.866487213997308
02864,54.10403782295794
02865,49.80635584777844
02871,24.228718717780485
02873,75.07161803713528
02874,61.51190528392896
02875,65.14538369304556
02876,21.310160427807485
02878,53.87846427095318
02879,50.35559056423863
02881,56.38666794185157
02882,33.77788844621514
02885,24.592898810344035
02886,28.472590549078937
02888,24.457325669667064
02889,27.394552008621652
02891,39.226955585920024
02892,59.64484432342844
02893,33.19678974094156
02894,49.37386824851701
02895,28.242312746386332
02896,61.00715309612683
02898,64.79659655490435
02903,1.3125
02904,19.072003139101433
02905,10.457209759045245
02906,20.29330985915493
02907,5.045495631214221
02908,11.982612523385056
02909,12.419730941704035
02910,16.749639734844845
02911,22.773819273819274
02914,14.366874794610581
02915,31.541711229946525
02916,22.59801401869159
02917,57.70527652588704
02919,46.50327878200376
02920,22.304262923252644
02921,46.18438416422288
03031,60.700264803090036
03032,58.717944694564814
03033,67.99592295067806
03034,68.79989358816533
03036,62.91955764680863
03037,66.55555085880148
03038,55.291066964623894
03042,60.58424234371886
03043,71.53031780287677
03044,61.414366538694686
03045,62.45583671293387
03046,67.29875790174115
03047,69.70858301477425
03048,70.44364567548837
03049,58.194018090365475
03051,49.13249054231942
03052,46.93489334606813
03053,51.844333695936314
03054,53.139555887757325
03055,55.17865207453072
03057,69.16716240333135
03060,18.587572914024854
03062,39.67185145164501
03063,35.02237390974592
03064,29.85543580131209
03070,66.38790409180517
03071,67.02909228696531
03076,53.79163917245663
03077,60.09584682884249
03079,44.35276905317978
03082,69.45001029217673
03084,69.8681987210406
03086,66.75957414018956
03087,57.88812151239897
03101,3.160941721343111
03102,37.46961223658383
03103,18.3172366385977
03104,34.54977282114829
03106,58.68786860768944
03109,39.98837698980881
03110,55.86248384418969
03215,82.9503972561108
03216,69.48548885751559
03217,62.052999364733644
03218,64.05813925883722
03220,55.37350351453423
03221,70.99459459459459
03222,64.51916893176286
03223,76.0908170012803
03224,67.35302958659821
03225,62.122252095524274
03226,56.565505700240564
03227,75.28261924092257
03229,60.72859823433511
03230,68.22133014989618
03231,60.43908112823495
03233,62.4182808716707
03234,64.7223366937713
03235,58.36196373091246
03237,67.56180873313788
03240,72.87066993531037
03241,69.97100874654063
03242,65.54944669849156
03243,71.77971082637828
03244,67.378031951265
03245,63.47094521653715
03246,39.89847877876412
03249,48.41349514689258
03251,82.39176003804543
03253,48.561982344541086
03254,58.674400856252035
03255,70.50231697663456
03256,66.27508147781772
03257,55.96829816857663
03258,61.44321720035397
03259,75.62588276578012
03260,68.73036506359578
03261,62.91344811007578
03262,79.52987151257048
03263,62.93059063945733
03264,66.35749847309877
03266,77.50517977047163
03268,71.43509430937138
03269,66.20464497145059
03273,67.42977197602107
03275,65.61478165290715
03276,60.78804236419542
03278,71.69115303609436
03279,77.08737301963261
03280,72.82813777596076
03281,65.8202388725493
03282,75.65188056746948
03284,73.04962206047033
03285,74.61615669927806
03287,70.14411470138633
03290,69.17274683590473
03301,48.67982283792334
03303,62.27277787528521
03304,61.75233570863025
03307,60.331901047098576
03431,66.5680281730797
03440,70.48842257597684
03441,76.60225968752758
03442,62.75701185817975
03443,73.71451562983596
03444,71.63305862341582
03445,79.00932585429643
03446,69.76209928573162
03447,68.43513226297499
03448,79.15703333927617
03449,69.25846906442827
03450,69.27540457541147
03451,60.99486709169712
03452,64.92056458230756
03455,74.74640669008973
03456,74.4308231634993
03457,73.67208744710861
03458,69.83052458511021
03461,62.499555470329824
03462,73.7994812583668
03464,76.24124688346157
03465,74.57268765321608
03466,70.44964232748845
03467,70.33426971641876
03470,76.27862050468956
03561,63.10775944326408
03570,68.04743417271825
03574,74.81990378027916
03575,80.34805479725266
03576,65.13594973108259
03579,69.05610857185897
03580,78.13006563563118
03581,79.98146575113506
03582,72.26090986822653
03583,68.45375327290346
03584,57.958059597106136
03585,71.35639638414429
03586,67.60300751879699
03588,68.45331184822304
03590,73.47233225539053
03592,69.98313598230713
03593,77.36413880313907
03595,72.64190918794337
03597,78.51266751693595
03598,63.28278537024061
03601,77.54137565757581
03602,73.35803498562963
03603,63.98988094775835
03605,72.71510149595288
03607,76.63248477767542
03608,61.38206356462801
03609,38.169599077011824
03740,63.97962964807602
03741,72.67197547876475
03743,65.65115967512351
03745,73.20228006358433
03746,74.94701856319858
03748,68.36341602835257
03750,71.59223513928494
03751,59.72601426898094
03752,75.20437967460869
03753,68.75633273614014
03755,71.7525951879531
03765,46.05133303873914
03766,66.82277976472616
03768,73.51099144757681
03770,62.96623376623376
03771,64.06127989848166
03773,69.64912997152499
03774,56.55148961624989
03777,73.26239513532492
03779,69.0691982552793
03780,69.60946129662673
03781,70.10783774791327
03782,57.99725813859622
03784,46.70550235598115
03785,76.08482566328438
03801,30.584688847078997
03809,67.13511579928125
03810,41.80329098104561
03811,57.873857235201775
03812,79.23905943453964
03813,75.38831127858462
03814,62.570657170229445
03816,61.57523609229338
03817,68.52216080572417
03818,76.61732670479684
03819,61.40183319133935
03820,41.83354201366952
03823,59.082554814108676
03824,55.768610569709885
03825,66.33212068716617
03826,59.07865027596588
03827,60.86915815536985
03830,49.9210268378063
03832,74.4957713349367
03833,57.84734442913177
03835,64.01717591080842
03836,64.35793731041456
03837,66.47888432867074
03838,74.27375965048776
03839,48.10329463701766
03840,37.04191632365967
03841,56.80926788486803
03842,37.45254919838918
03844,50.526054725825794
03845,76.17836302607797
03846,81.23077211655439
03847,69.86092184368738
03848,54.55600046329236
03849,71.30846771454577
03850,52.88703923900119
03851,63.865517419088846
03852,60.707869445237414
03853,50.806915103004854
03854,17.019937808670203
03855,67.20604825330615
03856,64.152125923793065
03857,51.386146341463416
03858,60.647473519708285
03860,60.92460729420174
03861,59.87086999190785
03862,56.24146981627297
03864,68.02585042183325
03865,53.28316418105277
03867,52.49031333053574
03868,52.70705352216296
03869,46.47343269458245
03870,49.027137516473466
03871,44.78214578214578
03872,64.88651656934756
03873,59.20517080784432
03874,26.73051272857655
03875,63.964110857573274
03878,43.95260356241043
03882,68.72412559653118
03883,76.1903637991373
03884,67.18216832604128
03885,49.689740198605726
03886,69.38074264500993
03887,65.70895460085822
03890,70.01986754966887
03894,57.554280377105165
03901,59.15158826624095
03902,73.04798903107861
03903,52.05010186618858
03904,44.64982167352538
03905,48.48441307453155
03906,65.94798372044323
03907,55.48588073468727
03908,66.92256952571441
03909,58.16978215440987
03910,35.80017605633803
03911,25.03158650394831
04001,58.26768787710139
04002,66.13389734740315
04003,21.763372389200203
04005,51.171771500520066
04008,54.7788796347606
04009,55.32049097201167
04010,67.88217418594327
04011,50.24428951722166
04015,62.65037242052993
04017,46.259698542129975
04020,66.87749106171304
04021,55.95741640468705
04022,67.97187976946289
04024,70.59332249322493
04027,64.41927180481981
04029,67.20226711291737
04030,61.51176924752044
04032,59.249751641026116
04037,57.64547654648313
04038,52.66477961441834
04039,61.70001421654304
04040,65.44160579962934
04041,69.56697380922503
04042,62.88500663423264
04043,59.010920845710295
04046,60.98407018179622
04047,70.10678558444452
04048,59.91122099296835
04049,63.89244681639612
04050,38.430260934860144
04051,64.73452200520461
04055,56.827800711472975
04056,64.05838018901783
04057,46.36764705882353
04061,70.10209419608513
04062,54.265805009256994
04063,41.51225873761085
04064,41.53460994341148
04066,25.720018075011296
04068,66.2286748687077
04069,66.10543359279981
04071,58.74598868614012
04072,52.670137387606
04073,56.78462575491205
04074,45.57154875014139
04076,65.28992604099828
04079,37.34411579857019
04083,59.068772025866494
04084,64.82422975164292
04085,65.14974090345838
04086,51.841486515515456
04087,67.49325775764031
04088,65.96281085231986
04090,62.63326937515642
04091,67.2310537649347
04092,47.03244270989693
04093,57.84842169213504
04095,66.86279732051237
04096,44.7505557210624
04097,58.49710682853299
04101,3.846458200382897
04102,23.73006200555912
04103,27.905017017521743
04105,55.57482891003171
04106,20.451184420122296
04107,47.087939756002655
04108,45.1318795430945
04110,50.28918384637108
04210,47.523954324448454
04216,72.5698780661059
04217,70.7847715165757
04219,70.82865855013219
04220,69.78525354898562
04221,64.3342139214843
04222,61.78039890203907
04224,70.5048532411473
04231,78.04568684685044
04234,41.0734649122807
04236,58.28797693340706
04237,58.114176530897566
04238,67.38033997384817
04239,65.27021504537167
04240,44.035648306534384
04250,54.83798042753266
04252,55.587300594307166
04253,62.77654336239455
04254,57.3284438448797
04255,67.98767499556973
04256,56.960671768707485
04257,66.09955657695085
04258,63.42511311161901
04259,50.81350927751656
04260,61.57484213443001
04261,76.70685370253331
04263,60.21592538880031
04265,58.795542257491
04268,63.597595550753745
04270,59.95844970375991
04274,55.713397320240176
04275,69.25553415363386
04276,65.56983026226769
04280,54.01001749085705
04281,63.82237625446505
04282,56.96025751311152
04284,51.387265917602996
04285,73.05067848382704
04287,69.568865270397
04289,65.4985682740936
04290,69.01067532562297
04292,70.30903564606068
04294,68.60421115621993
04330,57.461174013842964
04342,62.71745317568275
04343,53.82820329277022
04344,59.68751318605142
04345,59.09439791076149
04346,49.496260517295106
04347,48.98978893325727
04348,65.79691361159067
04349,64.20754394765773
04350,60.88797196872076
04351,62.93624566402379
04352,62.094316451343516
04353,65.70705756836152
04354,66.11929723778066
04355,62.66950251537172
04357,58.452605535797126
04358,56.96825571715391
04359,30.366687004270897
04360,70.4847690080048
04363,63.32959160705023
04364,54.9691585620497
04401,47.40125703699355
04406,72.75281434697388
04410,63.049839228295816
04411,68.70354612185172
04412,45.371554356001944
04414,72.64667213457574
04416,61.829702756648864
04417,69.97869981450289
04418,72.11052340690742
04419,65.0704551661785
04421,45.890718402119056
04422,66.69896187824413
04424,62.993456535759336
04426,65.85136781411249
04427,57.488229494586086
04428,67.7675380183112
04429,65.97237949121782
04430,54.26288246171022
04431,45.873306772908364
04434,69.32593098259937
04435,63.310322852808916
04438,61.84793800611359
04441,71.77797029561194
04442,73.06273645234283
04443,70.4758849557522
04444,62.320237746473275
04448,71.872708541003135
04449,65.2196595422402
04450,61.696728759654704
04453,71.28108288085237
04455,69.16136223707561
04456,57.843002347390694
04457,68.10669739037468
04459,72.07282056835362
04460,69.83974880148028
04461,65.50222340734234
04462,69.94789831121429
04463,67.12822526881365
04464,72.59392248165332
04468,65.84989797569011
04471,70.90730425606505
04472,63.32072371703196
04473,57.13250461891693
04474,57.14284079348932
04475,65.92543135356756
04476,61.698416648520855
04478,68.18018965525695
04479,68.46563678915747
04481,68.23418814558963
04487,69.73469297128952
04488,65.43391625311939
04489,18.09722222222222
04493,64.7684178560583
04495,73.7998097653773
04496,59.95457230457652
04497,73.64622740355213
04530,46.13611422870682
04535,69.56519260526102
04537,54.115505192345374
04538,58.40340131621815
04539,69.90396443578345
04543,58.27008712487899
04544,49.62926159314914
04547,52.91017698222105
04548,48.64710238595357
04551,56.962285586277524
04553,62.65561082881421
04554,53.9808841980958
04555,55.94517418617933
04556,64.32407902654276
04558,56.749350649350646
04562,50.803665661085844
04563,52.158067287043664
04564,68.53216263369491
04568,36.59032233713294
04571,52.9112426035503
04572,61.242516645588864
04573,60.56290773532153
04574,65.54492702029192
04575,17.75310653900998
04576,49.46540780704538
04578,56.404078543277976
04579,59.30200613286766
04605,63.39557789493813
04606,56.42373458102935
04607,67.74030410522381
04609,64.00879250629723
04611,47.05699431514503
04612,56.262442208322
04614,66.08872254130713
04616,60.89567522422746
04617,49.58582618503151
04619,58.546188736734585
04622,64.62139489684697
04623,60.26576982378577
04626,62.265773854597114
04627,48.735309746542924
04628,69.32355785942057
04630,60.05892511930351
04631,17.947544504564043
04634,64.61267832306189
04640,59.960479041916166
04643,48.73565338784464
04644,4.533333333333333
04648,59.149609190071786
04649,46.50421925637548
04650,58.452286936492264
04652,51.177374266074146
04653,55.33737782271655
04654,65.58197449951945
04655,57.561446755755455
04657,66.25493707265463
04658,58.09076585660986
04660,59.454109623388995
04662,58.52155172413793
04664,62.165358674121805
04666,59.920042276714305
04667,55.966632695428984
04668,62.29767287294856
04669,52.34837379752634
04671,63.13903703066535
04674,62.09059611570557
04675,72.62083306257716
04676,60.2269113896576
04677,58.23208295211955
04679,58.599100968188104
04680,63.408199722443676
04681,46.35247693399574
04684,63.39156878828601
04685,49.88813091706192
04691,64.58145982559428
04693,63.032354017938864
04694,62.7047519923314
04730,57.32378314939878
04732,69.91230518689294
04734,55.211139139262315
04735,53.092207160136844
04736,39.75998475672899
04739,69.86360083998521
04740,39.5847338311561
04742,23.875845489907345
04743,59.95514117712042
04745,51.28394643638262
04746,58.86359501208384
04747,65.60742107379647
04750,40.536846881373705
04756,52.71419699175158
04757,58.46991504580082
04758,42.41523869931913
04760,63.44140789755716
04761,52.29167850546953
04762,62.57652195847504
04763,64.93789596047661
04765,71.50247234195444
04766,60.33094124552667
04768,71.99703408865852
04769,29.09947040078991
04772,24.473470023897757
04773,47.90630708163552
04774,73.89184210526315
04776,66.03226686567643
04777,71.50812841241765
04779,53.90543593526672
04780,70.00521267817635
04781,66.30186558306453
04783,64.22761156531352
04785,53.431175380299564
04786,48.18929717915443
04787,61.20120096835612
04841,51.501613826851994
04843,66.94876789037093
04847,62.8553291741198
04848,51.461751685904595
04849,70.05022461033099
04853,46.66864155734236
04854,52.52750261157739
04855,40.924119833807126
04856,60.4594516725806
04858,45.04129598001479
04859,39.99373360536287
04860,49.07943981649161
04861,44.694906523649365
04862,62.25916695605989
04863,47.29095398228111
04864,60.91765376665954
04901,54.08325043574374
04910,60.18711102895221
04911,69.80740684763657
04912,70.44813506312985
04915,61.6322779691206
04917,48.32026538773096
04918,62.14929850877967
04920,68.45829341462552
04921,68.45907119493955
04922,67.78986955385226
04923,70.5270393092479
04924,64.33472668810289
04926,40.214285714285715
04927,51.618795289152324
04928,55.36618147979071
04929,66.99949764412416
04930,63.749656316078244
04932,72.25570571572995
04936,73.36726777768138
04937,61.59056319593799
04938,65.68365547287061
04939,70.44514433773107
04941,72.02915855228852
04942,72.20152771961851
04943,63.19680395546866
04945,69.89479707887291
04947,73.16812120979188
04949,65.48894980298098
04950,60.20804537378361
04951,68.72218159291731
04952,66.15793455432352
04953,48.09782916737516
04955,67.50509469273958
04956,71.37975700462161
04957,63.902221665936544
04958,64.40292373079258
04961,65.35416884969302
04962,23.91561181434599
04963,60.882343030112885
04964,56.164749763433264
04965,60.61598429095303
04966,73.63273921200751
04967,61.35633493771235
04969,64.36433535081821
04970,69.6363564745322
04971,63.51755033904064
04973,68.48546268815866
04974,61.109846235068964
04975,37.04375
04976,62.9818923752681
04978,51.84968670265391
04979,69.8004103914205
04981,60.104705157864956
04982,75.29552732155769
04983,74.61647081034785
04984,74.18016545807374
04986,66.55033787796386
04987,68.01837382020733
04988,65.91133795065905
04989,60.12355001094331
04992,25.141104294478527
05001,61.56977664508572
05031,73.72886177468554
05032,72.91930931019849
05033,60.617505324655234
05034,74.379894051026
05035,79.14079410649477
05036,63.36620444884652
05037,63.90384168409868
05038,66.9967798953466
05039,68.93141277554203
05040,64.77121089317555
05041,65.06627680311891
05042,65.236391370669
05043,47.086507668970164
05045,70.248874531325
05046,68.69021321196448
05048,64.20786693695622
05051,61.8227074110891
05052,46.1901948460088
05053,64.89940405244339
05055,66.5594421505014
05056,79.02598204760034
05058,69.28595572080447
05059,56.97569510720876
05060,66.98351744084748
05061,53.930974735060644
05062,75.27618321971939
05065,74.9747698130861
05067,72.18282478235145
05068,66.75321729500376
05069,62.30050793288437
05070,69.53630279369264
05071,72.07693136902623
05072,70.69610930315288
05075,72.22608999516154
05076,73.46227560749799
05077,69.04784116340265
05079,74.85430356514544
05081,66.33732933732934
05083,63.095329802599906
05084,69.40972423802613
